polarity	predict	P(s=-1)	P(s=1)
-1	-1	0.54973	0.45027
1	1	0.10090	0.89910
1	1	0.23043	0.76957
-1	-1	0.77880	0.22120
-1	-1	0.58952	0.41048
-1	-1	0.66546	0.33454
-1	-1	0.71487	0.28513
-1	-1	0.93495	0.06505
-1	-1	0.62331	0.37669
1	-1	0.52215	0.47785
1	1	0.34205	0.65795
1	1	0.05482	0.94518
-1	-1	0.57058	0.42942
1	1	0.41564	0.58436
1	-1	0.54093	0.45907
1	1	0.38978	0.61022
1	1	0.39995	0.60005
1	1	0.28606	0.71394
1	1	0.32499	0.67501
1	1	0.23894	0.76106
1	1	0.20665	0.79335
1	1	0.40355	0.59645
-1	-1	0.54027	0.45973
1	1	0.29813	0.70187
-1	-1	0.83873	0.16127
-1	-1	0.52025	0.47975
-1	-1	0.64589	0.35411
1	1	0.44836	0.55164
1	1	0.49398	0.50602
1	-1	0.50518	0.49482
-1	-1	0.50578	0.49422
-1	-1	0.69824	0.30176
1	1	0.29289	0.70711
1	1	0.26086	0.73914
-1	-1	0.63702	0.36298
-1	-1	0.86824	0.13176
1	1	0.21968	0.78032
-1	-1	0.53493	0.46507
1	1	0.46988	0.53012
1	1	0.35732	0.64268
-1	-1	0.55440	0.44560
1	1	0.30552	0.69448
-1	-1	0.57829	0.42171
-1	-1	0.71989	0.28011
1	1	0.19262	0.80738
1	1	0.20749	0.79251
1	-1	0.60179	0.39821
-1	-1	0.85556	0.14444
-1	-1	0.68049	0.31951
-1	-1	0.56076	0.43924
1	1	0.24479	0.75521
-1	-1	0.57263	0.42737
-1	-1	0.87683	0.12317
-1	-1	0.76064	0.23936
-1	-1	0.72755	0.27245
-1	-1	0.52656	0.47344
1	1	0.25596	0.74404
1	1	0.05278	0.94722
-1	-1	0.66862	0.33138
-1	-1	0.79000	0.21000
1	1	0.18278	0.81722
1	1	0.47587	0.52413
1	1	0.42351	0.57649
-1	-1	0.81729	0.18271
1	1	0.09478	0.90522
-1	-1	0.74504	0.25496
1	1	0.15291	0.84709
-1	-1	0.69040	0.30960
-1	-1	0.71882	0.28118
1	1	0.12160	0.87840
1	1	0.11014	0.88986
1	1	0.31574	0.68426
-1	-1	0.63480	0.36520
1	1	0.32359	0.67641
-1	-1	0.65316	0.34684
1	1	0.31700	0.68300
-1	-1	0.57365	0.42635
1	1	0.36579	0.63421
-1	-1	0.76336	0.23664
1	1	0.27173	0.72827
-1	-1	0.66478	0.33522
1	1	0.31887	0.68113
-1	-1	0.72716	0.27284
1	1	0.37271	0.62729
-1	-1	0.88158	0.11842
-1	-1	0.70681	0.29319
-1	-1	0.78012	0.21988
-1	-1	0.51173	0.48827
1	1	0.27882	0.72118
1	-1	0.50728	0.49272
1	1	0.33689	0.66311
-1	-1	0.67933	0.32067
-1	-1	0.60284	0.39716
-1	-1	0.65464	0.34536
1	1	0.23790	0.76210
-1	-1	0.60558	0.39442
-1	-1	0.55060	0.44940
1	1	0.12979	0.87021
1	-1	0.56424	0.43576
-1	-1	0.65983	0.34017
-1	-1	0.76451	0.23549
-1	-1	0.92245	0.07755
-1	-1	0.59826	0.40174
-1	-1	0.68307	0.31693
-1	-1	0.62149	0.37851
1	1	0.35438	0.64562
-1	-1	0.68636	0.31364
1	1	0.48611	0.51389
1	1	0.24272	0.75728
1	1	0.44621	0.55379
1	1	0.17683	0.82317
1	1	0.19290	0.80710
1	1	0.46252	0.53748
-1	-1	0.85868	0.14132
-1	-1	0.86308	0.13692
1	1	0.28952	0.71048
1	1	0.36526	0.63474
-1	1	0.43300	0.56700
-1	-1	0.68091	0.31909
1	1	0.11331	0.88669
1	1	0.48410	0.51590
-1	-1	0.55257	0.44743
1	1	0.23736	0.76264
-1	-1	0.75189	0.24811
1	1	0.47639	0.52361
-1	-1	0.67512	0.32488
1	1	0.16849	0.83151
-1	-1	0.72594	0.27406
-1	-1	0.71979	0.28021
1	1	0.37125	0.62875
1	1	0.33663	0.66337
-1	-1	0.82389	0.17611
-1	-1	0.71165	0.28835
1	1	0.23807	0.76193
1	1	0.35599	0.64401
1	1	0.45755	0.54245
-1	-1	0.60349	0.39651
1	1	0.25284	0.74716
-1	-1	0.70874	0.29126
1	1	0.41422	0.58578
1	1	0.30271	0.69729
-1	-1	0.59183	0.40817
-1	-1	0.78255	0.21745
-1	-1	0.52339	0.47661
-1	-1	0.73576	0.26424
-1	-1	0.66932	0.33068
-1	-1	0.74003	0.25997
1	1	0.30166	0.69834
-1	-1	0.79740	0.20260
1	1	0.24349	0.75651
1	1	0.39997	0.60003
-1	1	0.46329	0.53671
-1	-1	0.69784	0.30216
1	1	0.46857	0.53143
-1	-1	0.62543	0.37457
-1	-1	0.58926	0.41074
1	1	0.22314	0.77686
-1	-1	0.86885	0.13115
-1	1	0.47626	0.52374
-1	-1	0.64569	0.35431
-1	-1	0.81379	0.18621
1	1	0.40310	0.59690
-1	1	0.48578	0.51422
-1	-1	0.51069	0.48931
-1	-1	0.70425	0.29575
-1	-1	0.67830	0.32170
1	1	0.33220	0.66780
-1	-1	0.74442	0.25558
1	1	0.23190	0.76810
1	1	0.25493	0.74507
-1	-1	0.57514	0.42486
1	1	0.38237	0.61763
-1	-1	0.59119	0.40881
1	1	0.34847	0.65153
-1	-1	0.82230	0.17770
-1	-1	0.54864	0.45136
1	-1	0.52096	0.47904
1	1	0.25852	0.74148
-1	-1	0.69021	0.30979
1	1	0.19476	0.80524
-1	-1	0.61676	0.38324
-1	-1	0.83811	0.16189
-1	-1	0.70632	0.29368
-1	-1	0.69799	0.30201
1	1	0.42646	0.57354
-1	-1	0.66527	0.33473
-1	1	0.48481	0.51519
1	1	0.48928	0.51072
-1	-1	0.63570	0.36430
1	1	0.32813	0.67187
1	1	0.23037	0.76963
1	1	0.32373	0.67627
1	1	0.06492	0.93508
1	1	0.45261	0.54739
-1	-1	0.60038	0.39962
-1	-1	0.62875	0.37125
1	1	0.06867	0.93133
-1	1	0.34751	0.65249
1	1	0.42370	0.57630
1	-1	0.60145	0.39855
-1	1	0.40148	0.59852
1	1	0.41823	0.58177
1	-1	0.53156	0.46844
-1	1	0.32971	0.67029
1	1	0.33047	0.66953
-1	-1	0.77470	0.22530
-1	-1	0.56018	0.43982
-1	-1	0.85563	0.14437
1	1	0.43289	0.56711
1	1	0.21699	0.78301
1	1	0.20137	0.79863
-1	-1	0.76291	0.23709
-1	-1	0.67562	0.32438
1	1	0.43025	0.56975
-1	-1	0.52961	0.47039
1	-1	0.55243	0.44757
-1	-1	0.64859	0.35141
1	1	0.18118	0.81882
1	1	0.46166	0.53834
-1	-1	0.70757	0.29243
1	1	0.29977	0.70023
1	1	0.37761	0.62239
1	1	0.27801	0.72199
-1	-1	0.53088	0.46912
1	1	0.13315	0.86685
-1	1	0.48742	0.51258
-1	-1	0.68659	0.31341
1	1	0.42313	0.57687
1	1	0.46420	0.53580
1	-1	0.60110	0.39890
-1	-1	0.61322	0.38678
1	-1	0.60350	0.39650
-1	-1	0.71907	0.28093
-1	-1	0.78898	0.21102
1	1	0.34577	0.65423
-1	-1	0.66658	0.33342
-1	-1	0.71289	0.28711
-1	-1	0.72461	0.27539
-1	-1	0.66417	0.33583
1	1	0.47334	0.52666
-1	1	0.36987	0.63013
1	1	0.11354	0.88646
-1	-1	0.71704	0.28296
-1	-1	0.66128	0.33872
-1	-1	0.70285	0.29715
-1	-1	0.63538	0.36462
1	1	0.43219	0.56781
-1	-1	0.70442	0.29558
1	1	0.28553	0.71447
-1	-1	0.66170	0.33830
1	1	0.20454	0.79546
1	1	0.31470	0.68530
1	-1	0.51386	0.48614
1	1	0.34947	0.65053
-1	-1	0.71537	0.28463
-1	-1	0.62303	0.37697
1	1	0.22259	0.77741
1	1	0.46216	0.53784
1	-1	0.51408	0.48592
1	1	0.07281	0.92719
-1	-1	0.59395	0.40605
1	1	0.37868	0.62132
1	1	0.32098	0.67902
-1	-1	0.81147	0.18853
-1	-1	0.73345	0.26655
-1	-1	0.67934	0.32066
1	-1	0.60337	0.39663
1	1	0.15921	0.84079
1	1	0.23349	0.76651
1	1	0.47918	0.52082
-1	-1	0.79486	0.20514
1	1	0.38815	0.61185
-1	-1	0.72661	0.27339
1	1	0.16140	0.83860
1	1	0.40200	0.59800
-1	-1	0.65759	0.34241
-1	-1	0.53837	0.46163
1	1	0.08322	0.91678
-1	-1	0.53471	0.46529
-1	-1	0.52441	0.47559
-1	-1	0.61821	0.38179
-1	-1	0.68944	0.31056
-1	-1	0.95075	0.04925
-1	-1	0.85518	0.14482
-1	-1	0.69052	0.30948
1	1	0.24287	0.75713
-1	-1	0.78669	0.21331
-1	-1	0.84868	0.15132
-1	-1	0.52437	0.47563
-1	-1	0.60856	0.39144
-1	-1	0.88832	0.11168
1	1	0.21935	0.78065
1	-1	0.53268	0.46732
-1	1	0.48283	0.51717
1	-1	0.65527	0.34473
1	1	0.36421	0.63579
1	1	0.15320	0.84680
-1	-1	0.71662	0.28338
-1	-1	0.62988	0.37012
1	-1	0.63987	0.36013
-1	-1	0.58187	0.41813
-1	-1	0.68693	0.31307
1	1	0.10700	0.89300
-1	-1	0.79778	0.20222
1	1	0.19751	0.80249
1	1	0.23171	0.76829
-1	-1	0.74286	0.25714
1	1	0.22360	0.77640
1	1	0.39672	0.60328
-1	-1	0.71383	0.28617
-1	-1	0.69426	0.30574
-1	-1	0.80909	0.19091
-1	1	0.49108	0.50892
-1	-1	0.53422	0.46578
1	1	0.32499	0.67501
1	1	0.37957	0.62043
1	1	0.39930	0.60070
-1	-1	0.78136	0.21864
-1	-1	0.59054	0.40946
-1	-1	0.66212	0.33788
1	1	0.14327	0.85673
1	1	0.34872	0.65128
1	-1	0.51744	0.48256
1	1	0.28521	0.71479
1	1	0.39941	0.60059
-1	-1	0.72370	0.27630
1	1	0.45808	0.54192
-1	1	0.46040	0.53960
1	1	0.30623	0.69377
1	1	0.37565	0.62435
1	1	0.27167	0.72833
1	1	0.29873	0.70127
-1	-1	0.71618	0.28382
1	1	0.41382	0.58618
1	1	0.38126	0.61874
1	1	0.13939	0.86061
-1	1	0.40076	0.59924
-1	-1	0.60050	0.39950
-1	-1	0.80379	0.19621
-1	-1	0.88084	0.11916
1	1	0.14056	0.85944
-1	-1	0.77906	0.22094
-1	-1	0.70618	0.29382
-1	-1	0.71318	0.28682
1	1	0.40752	0.59248
1	1	0.24080	0.75920
-1	-1	0.70753	0.29247
1	1	0.33338	0.66662
1	1	0.21218	0.78782
-1	-1	0.61115	0.38885
-1	-1	0.75019	0.24981
1	-1	0.55639	0.44361
-1	-1	0.55238	0.44762
-1	-1	0.73127	0.26873
1	1	0.33850	0.66150
-1	1	0.43591	0.56409
1	1	0.17961	0.82039
1	-1	0.53685	0.46315
-1	1	0.39564	0.60436
1	1	0.27666	0.72334
-1	-1	0.57446	0.42554
-1	-1	0.86913	0.13087
-1	-1	0.72705	0.27295
1	1	0.36977	0.63023
1	1	0.44917	0.55083
1	1	0.30080	0.69920
1	1	0.22717	0.77283
-1	1	0.37365	0.62635
1	1	0.19355	0.80645
-1	-1	0.54873	0.45127
1	-1	0.66428	0.33572
1	1	0.38058	0.61942
-1	-1	0.76745	0.23255
-1	-1	0.64673	0.35327
-1	-1	0.60864	0.39136
1	1	0.21197	0.78803
1	1	0.23297	0.76703
1	1	0.19097	0.80903
-1	-1	0.82796	0.17204
1	1	0.21637	0.78363
1	-1	0.53537	0.46463
-1	-1	0.55575	0.44425
-1	-1	0.61804	0.38196
1	1	0.35126	0.64874
1	1	0.40975	0.59025
1	-1	0.55470	0.44530
-1	-1	0.72742	0.27258
-1	-1	0.70739	0.29261
-1	-1	0.56118	0.43882
1	1	0.19694	0.80306
-1	-1	0.83277	0.16723
1	1	0.28080	0.71920
1	1	0.28218	0.71782
1	1	0.31884	0.68116
-1	1	0.34781	0.65219
1	1	0.46477	0.53523
-1	-1	0.51611	0.48389
-1	-1	0.87321	0.12679
1	1	0.14645	0.85355
1	1	0.49604	0.50396
-1	-1	0.58939	0.41061
1	1	0.21859	0.78141
1	1	0.11407	0.88593
-1	-1	0.77719	0.22281
-1	-1	0.75583	0.24417
1	-1	0.77544	0.22456
1	1	0.34481	0.65519
1	1	0.19448	0.80552
-1	-1	0.70217	0.29783
-1	-1	0.72769	0.27231
-1	-1	0.60062	0.39938
-1	-1	0.52734	0.47266
1	1	0.45610	0.54390
1	-1	0.51912	0.48088
1	-1	0.60589	0.39411
1	1	0.40966	0.59034
1	1	0.17357	0.82643
-1	-1	0.88845	0.11155
1	-1	0.63361	0.36639
1	1	0.36914	0.63086
1	1	0.25197	0.74803
-1	-1	0.70388	0.29612
1	1	0.43726	0.56274
1	1	0.25782	0.74218
1	1	0.48525	0.51475
-1	-1	0.62302	0.37698
-1	-1	0.69849	0.30151
-1	-1	0.62499	0.37501
-1	-1	0.61155	0.38845
1	1	0.47984	0.52016
-1	-1	0.66127	0.33873
1	1	0.25120	0.74880
1	1	0.43027	0.56973
-1	-1	0.75135	0.24865
1	1	0.29600	0.70400
-1	1	0.35175	0.64825
1	1	0.47387	0.52613
1	1	0.28010	0.71990
1	1	0.39537	0.60463
1	1	0.40714	0.59286
1	-1	0.62499	0.37501
-1	-1	0.60993	0.39007
1	1	0.40682	0.59318
1	1	0.33377	0.66623
1	1	0.18440	0.81560
-1	1	0.46804	0.53196
-1	-1	0.57260	0.42740
-1	-1	0.73874	0.26126
-1	-1	0.76188	0.23812
1	1	0.23668	0.76332
-1	-1	0.73884	0.26116
1	1	0.34534	0.65466
1	1	0.27594	0.72406
1	1	0.39428	0.60572
1	1	0.44451	0.55549
1	1	0.42949	0.57051
1	1	0.21647	0.78353
1	1	0.33217	0.66783
-1	-1	0.73934	0.26066
1	1	0.37584	0.62416
-1	-1	0.77462	0.22538
1	1	0.31317	0.68683
-1	-1	0.71780	0.28220
1	1	0.20374	0.79626
1	-1	0.60712	0.39288
-1	-1	0.81972	0.18028
1	1	0.17585	0.82415
-1	-1	0.89385	0.10615
-1	-1	0.84572	0.15428
1	1	0.24735	0.75265
1	-1	0.53796	0.46204
1	-1	0.60603	0.39397
1	1	0.40113	0.59887
1	1	0.45172	0.54828
1	-1	0.52288	0.47712
1	1	0.22923	0.77077
1	1	0.15999	0.84001
1	1	0.16521	0.83479
1	1	0.42759	0.57241
-1	-1	0.56841	0.43159
-1	1	0.49080	0.50920
-1	-1	0.57446	0.42554
1	1	0.38297	0.61703
1	1	0.28447	0.71553
-1	-1	0.53731	0.46269
1	1	0.39601	0.60399
1	1	0.32162	0.67838
-1	1	0.40762	0.59238
-1	-1	0.67614	0.32386
-1	-1	0.67840	0.32160
1	1	0.19213	0.80787
1	-1	0.55665	0.44335
1	1	0.30806	0.69194
1	1	0.16652	0.83348
1	1	0.23690	0.76310
-1	-1	0.63750	0.36250
1	1	0.34855	0.65145
1	1	0.44316	0.55684
1	1	0.41761	0.58239
1	1	0.19757	0.80243
1	1	0.23579	0.76421
1	1	0.35271	0.64729
-1	-1	0.69101	0.30899
-1	-1	0.81594	0.18406
-1	-1	0.82204	0.17796
-1	-1	0.50159	0.49841
-1	-1	0.58789	0.41211
1	1	0.37967	0.62033
1	1	0.22680	0.77320
1	1	0.34032	0.65968
-1	-1	0.62828	0.37172
1	1	0.43448	0.56552
-1	-1	0.54218	0.45782
1	1	0.36920	0.63080
1	1	0.32063	0.67937
1	1	0.17542	0.82458
-1	-1	0.52142	0.47858
-1	-1	0.78209	0.21791
1	1	0.32682	0.67318
-1	-1	0.74920	0.25080
-1	-1	0.74628	0.25372
1	1	0.44190	0.55810
-1	1	0.32072	0.67928
-1	-1	0.80477	0.19523
-1	1	0.33006	0.66994
-1	-1	0.64568	0.35432
1	1	0.24924	0.75076
1	1	0.23917	0.76083
1	1	0.23256	0.76744
1	1	0.32241	0.67759
-1	-1	0.67763	0.32237
1	1	0.19858	0.80142
-1	-1	0.66551	0.33449
-1	-1	0.69655	0.30345
-1	-1	0.71777	0.28223
-1	1	0.48690	0.51310
-1	-1	0.63513	0.36487
-1	-1	0.67672	0.32328
1	1	0.14126	0.85874
-1	-1	0.61855	0.38145
1	1	0.27843	0.72157
-1	-1	0.59665	0.40335
1	1	0.27989	0.72011
-1	-1	0.69921	0.30079
1	1	0.27138	0.72862
1	1	0.35960	0.64040
-1	-1	0.66221	0.33779
-1	-1	0.78161	0.21839
1	1	0.34409	0.65591
1	1	0.38395	0.61605
1	1	0.24747	0.75253
1	-1	0.53848	0.46152
1	1	0.33145	0.66855
1	1	0.36167	0.63833
1	1	0.46761	0.53239
-1	-1	0.54950	0.45050
-1	-1	0.83743	0.16257
-1	1	0.44440	0.55560
-1	-1	0.52979	0.47021
1	1	0.35265	0.64735
1	1	0.29893	0.70107
-1	-1	0.72457	0.27543
-1	1	0.47526	0.52474
-1	-1	0.76956	0.23044
1	1	0.14097	0.85903
-1	-1	0.56852	0.43148
1	-1	0.51304	0.48696
1	1	0.38956	0.61044
1	1	0.33898	0.66102
1	1	0.20742	0.79258
-1	-1	0.65119	0.34881
-1	-1	0.53884	0.46116
-1	-1	0.73116	0.26884
1	1	0.26646	0.73354
1	1	0.19904	0.80096
-1	-1	0.51570	0.48430
1	-1	0.70182	0.29818
1	1	0.38561	0.61439
1	1	0.33006	0.66994
-1	-1	0.79475	0.20525
-1	-1	0.78677	0.21323
1	-1	0.81312	0.18688
-1	-1	0.66173	0.33827
-1	-1	0.76593	0.23407
1	1	0.37091	0.62909
1	1	0.41086	0.58914
-1	-1	0.82185	0.17815
1	1	0.44590	0.55410
-1	-1	0.67075	0.32925
1	1	0.23726	0.76274
1	-1	0.71130	0.28870
-1	-1	0.72060	0.27940
1	1	0.32864	0.67136
-1	1	0.40665	0.59335
1	1	0.28017	0.71983
-1	-1	0.62739	0.37261
1	1	0.17978	0.82022
1	1	0.36331	0.63669
1	1	0.32954	0.67046
-1	-1	0.81775	0.18225
-1	-1	0.80679	0.19321
1	1	0.23151	0.76849
-1	-1	0.71223	0.28777
-1	-1	0.77830	0.22170
1	1	0.32578	0.67422
1	1	0.40317	0.59683
-1	-1	0.76110	0.23890
-1	-1	0.69541	0.30459
-1	-1	0.63715	0.36285
1	1	0.22309	0.77691
1	-1	0.55649	0.44351
1	1	0.26201	0.73799
1	1	0.27764	0.72236
-1	1	0.48804	0.51196
1	-1	0.58445	0.41555
-1	-1	0.77337	0.22663
1	1	0.28420	0.71580
1	1	0.39663	0.60337
-1	-1	0.68669	0.31331
-1	-1	0.67014	0.32986
-1	-1	0.55284	0.44716
1	1	0.26762	0.73238
-1	-1	0.61104	0.38896
-1	-1	0.87796	0.12204
1	1	0.29159	0.70841
1	1	0.15943	0.84057
1	1	0.22776	0.77224
-1	-1	0.85398	0.14602
1	-1	0.53937	0.46063
-1	-1	0.71762	0.28238
-1	1	0.45960	0.54040
-1	-1	0.92709	0.07291
-1	-1	0.66349	0.33651
-1	-1	0.72842	0.27158
1	1	0.18309	0.81691
-1	-1	0.72173	0.27827
1	1	0.08952	0.91048
-1	-1	0.54557	0.45443
1	1	0.38704	0.61296
-1	1	0.40901	0.59099
1	-1	0.67045	0.32955
-1	-1	0.60850	0.39150
-1	-1	0.57280	0.42720
1	1	0.47071	0.52929
1	1	0.20578	0.79422
-1	-1	0.62727	0.37273
-1	-1	0.67911	0.32089
1	1	0.33033	0.66967
-1	-1	0.60617	0.39383
1	1	0.19547	0.80453
-1	-1	0.71056	0.28944
-1	-1	0.69261	0.30739
1	1	0.17545	0.82455
1	1	0.21202	0.78798
1	1	0.10376	0.89624
1	1	0.39845	0.60155
1	1	0.34951	0.65049
1	1	0.25407	0.74593
-1	-1	0.71048	0.28952
-1	-1	0.69850	0.30150
1	1	0.22526	0.77474
-1	-1	0.73511	0.26489
-1	-1	0.70724	0.29276
1	1	0.22701	0.77299
-1	-1	0.84018	0.15982
1	1	0.24496	0.75504
1	1	0.18437	0.81563
1	1	0.31681	0.68319
1	1	0.37482	0.62518
-1	-1	0.63687	0.36313
-1	-1	0.73033	0.26967
-1	-1	0.67550	0.32450
-1	-1	0.58440	0.41560
1	1	0.18931	0.81069
-1	-1	0.73891	0.26109
1	1	0.17098	0.82902
-1	-1	0.69743	0.30257
1	1	0.24886	0.75114
1	1	0.25726	0.74274
1	1	0.26328	0.73672
1	1	0.28220	0.71780
-1	-1	0.60058	0.39942
1	1	0.37532	0.62468
-1	-1	0.67990	0.32010
1	1	0.30799	0.69201
-1	-1	0.59406	0.40594
-1	-1	0.64622	0.35378
1	-1	0.54944	0.45056
-1	-1	0.61082	0.38918
-1	-1	0.87773	0.12227
-1	-1	0.89198	0.10802
-1	1	0.49114	0.50886
-1	-1	0.89125	0.10875
-1	-1	0.57091	0.42909
1	1	0.27197	0.72803
-1	-1	0.66808	0.33192
-1	-1	0.64727	0.35273
-1	-1	0.58654	0.41346
1	-1	0.50233	0.49767
-1	-1	0.55729	0.44271
1	1	0.30987	0.69013
-1	-1	0.79957	0.20043
1	-1	0.59841	0.40159
1	1	0.41565	0.58435
-1	-1	0.67029	0.32971
1	1	0.21542	0.78458
-1	-1	0.63959	0.36041
-1	-1	0.71442	0.28558
1	1	0.21537	0.78463
1	1	0.48972	0.51028
-1	-1	0.67705	0.32295
-1	-1	0.61122	0.38878
-1	-1	0.70285	0.29715
-1	-1	0.63136	0.36864
1	-1	0.55161	0.44839
-1	1	0.45939	0.54061
-1	-1	0.75514	0.24486
-1	-1	0.67352	0.32648
1	1	0.28911	0.71089
-1	1	0.39447	0.60553
1	1	0.37171	0.62829
-1	-1	0.52069	0.47931
1	1	0.43174	0.56826
-1	-1	0.69842	0.30158
1	1	0.20088	0.79912
1	1	0.22507	0.77493
-1	-1	0.73743	0.26257
-1	-1	0.85314	0.14686
-1	-1	0.75211	0.24789
-1	-1	0.72784	0.27216
1	1	0.38857	0.61143
-1	-1	0.82132	0.17868
-1	-1	0.85846	0.14154
1	1	0.39350	0.60650
-1	1	0.46002	0.53998
-1	-1	0.70640	0.29360
1	1	0.21999	0.78001
1	1	0.35740	0.64260
-1	-1	0.62173	0.37827
1	1	0.20739	0.79261
-1	-1	0.71684	0.28316
-1	-1	0.73837	0.26163
1	1	0.06053	0.93947
1	-1	0.60092	0.39908
1	1	0.18213	0.81787
-1	-1	0.73675	0.26325
-1	-1	0.79109	0.20891
-1	-1	0.75098	0.24902
1	1	0.14608	0.85392
1	1	0.30606	0.69394
1	1	0.24369	0.75631
-1	-1	0.67084	0.32916
1	1	0.41760	0.58240
-1	-1	0.76965	0.23035
1	1	0.41767	0.58233
-1	-1	0.59048	0.40952
-1	-1	0.72865	0.27135
1	1	0.18151	0.81849
-1	-1	0.70586	0.29414
1	1	0.41852	0.58148
1	1	0.47796	0.52204
1	1	0.46919	0.53081
1	1	0.26871	0.73129
-1	1	0.43928	0.56072
-1	-1	0.75610	0.24390
1	1	0.31620	0.68380
-1	-1	0.57959	0.42041
-1	-1	0.60287	0.39713
-1	-1	0.69918	0.30082
-1	-1	0.75908	0.24092
1	1	0.34843	0.65157
-1	-1	0.52685	0.47315
-1	-1	0.67083	0.32917
-1	-1	0.56502	0.43498
1	1	0.22278	0.77722
-1	-1	0.71706	0.28294
-1	-1	0.79738	0.20262
1	1	0.31788	0.68212
-1	-1	0.65781	0.34219
-1	-1	0.71080	0.28920
-1	-1	0.78151	0.21849
-1	-1	0.70331	0.29669
-1	-1	0.60073	0.39927
-1	-1	0.83891	0.16109
1	1	0.14717	0.85283
1	1	0.16990	0.83010
-1	-1	0.66052	0.33948
1	1	0.31052	0.68948
-1	-1	0.69526	0.30474
1	1	0.26637	0.73363
1	1	0.23867	0.76133
-1	-1	0.70175	0.29825
1	1	0.20136	0.79864
1	1	0.17192	0.82808
-1	-1	0.57308	0.42692
1	1	0.37555	0.62445
1	1	0.36002	0.63998
1	1	0.16904	0.83096
-1	-1	0.83864	0.16136
1	1	0.35779	0.64221
-1	-1	0.53678	0.46322
1	1	0.21194	0.78806
-1	-1	0.72316	0.27684
-1	-1	0.76221	0.23779
-1	-1	0.80772	0.19228
1	-1	0.52470	0.47530
-1	-1	0.78151	0.21849
-1	-1	0.71922	0.28078
1	1	0.24932	0.75068
-1	-1	0.60719	0.39281
-1	-1	0.80141	0.19859
1	1	0.34466	0.65534
-1	-1	0.64978	0.35022
1	1	0.25987	0.74013
-1	-1	0.63832	0.36168
1	1	0.33274	0.66726
1	1	0.15880	0.84120
1	1	0.26092	0.73908
-1	1	0.43931	0.56069
1	1	0.20088	0.79912
1	1	0.25291	0.74709
-1	-1	0.66847	0.33153
1	1	0.15618	0.84382
-1	-1	0.73253	0.26747
-1	-1	0.65045	0.34955
-1	-1	0.75046	0.24954
1	1	0.35362	0.64638
1	1	0.32145	0.67855
1	1	0.43483	0.56517
-1	-1	0.80254	0.19746
-1	-1	0.60857	0.39143
1	1	0.44133	0.55867
1	1	0.24431	0.75569
-1	-1	0.83060	0.16940
1	1	0.23734	0.76266
-1	-1	0.81773	0.18227
1	1	0.42484	0.57516
1	1	0.34253	0.65747
-1	1	0.45878	0.54122
-1	-1	0.85073	0.14927
1	1	0.17900	0.82100
-1	-1	0.63764	0.36236
-1	1	0.39171	0.60829
-1	-1	0.87211	0.12789
-1	1	0.26206	0.73794
-1	-1	0.82979	0.17021
-1	-1	0.80065	0.19935
-1	-1	0.68491	0.31509
1	1	0.29940	0.70060
1	1	0.21109	0.78891
1	1	0.47467	0.52533
1	1	0.26958	0.73042
1	-1	0.60903	0.39097
-1	-1	0.63238	0.36762
-1	-1	0.65629	0.34371
-1	-1	0.50256	0.49744
-1	-1	0.89903	0.10097
1	1	0.30926	0.69074
1	1	0.20180	0.79820
1	1	0.22978	0.77022
-1	1	0.47409	0.52591
-1	-1	0.59412	0.40588
1	1	0.12629	0.87371
1	1	0.17636	0.82364
-1	-1	0.54621	0.45379
-1	-1	0.61537	0.38463
-1	-1	0.53581	0.46419
1	1	0.26432	0.73568
1	1	0.40024	0.59976
-1	-1	0.87385	0.12615
1	1	0.23535	0.76465
-1	-1	0.54268	0.45732
-1	-1	0.78226	0.21774
1	1	0.23052	0.76948
-1	-1	0.71385	0.28615
1	1	0.20325	0.79675
1	1	0.25585	0.74415
-1	-1	0.77424	0.22576
1	1	0.31414	0.68586
-1	1	0.44440	0.55560
1	1	0.19714	0.80286
-1	-1	0.67457	0.32543
1	-1	0.53378	0.46622
-1	-1	0.55274	0.44726
-1	-1	0.77984	0.22016
-1	-1	0.56888	0.43112
-1	-1	0.72611	0.27389
-1	-1	0.72092	0.27908
-1	-1	0.66138	0.33862
-1	-1	0.52714	0.47286
1	1	0.33146	0.66854
1	1	0.47942	0.52058
1	1	0.38276	0.61724
1	1	0.18156	0.81844
1	-1	0.63503	0.36497
1	1	0.33811	0.66189
-1	-1	0.74208	0.25792
1	1	0.34173	0.65827
1	1	0.24170	0.75830
1	1	0.38009	0.61991
1	1	0.38344	0.61656
1	1	0.45662	0.54338
1	1	0.45225	0.54775
1	1	0.33488	0.66512
1	1	0.46134	0.53866
-1	-1	0.89813	0.10187
1	1	0.25506	0.74494
1	1	0.36363	0.63637
1	1	0.20081	0.79919
-1	1	0.42087	0.57913
1	1	0.33775	0.66225
1	1	0.23140	0.76860
-1	-1	0.59684	0.40316
1	1	0.35042	0.64958
-1	-1	0.71655	0.28345
-1	-1	0.70275	0.29725
-1	-1	0.70682	0.29318
-1	-1	0.71281	0.28719
-1	-1	0.50819	0.49181
1	1	0.47560	0.52440
-1	-1	0.63887	0.36113
-1	-1	0.66388	0.33612
1	1	0.43664	0.56336
-1	-1	0.80822	0.19178
-1	-1	0.70053	0.29947
-1	-1	0.69618	0.30382
1	1	0.27139	0.72861
1	1	0.16212	0.83788
-1	-1	0.54149	0.45851
1	-1	0.59393	0.40607
1	1	0.24862	0.75138
